id,content,title,PY,wosarticle__de,wosarticle__wc,relevant,seen
13212,"Fragility curves are very useful in quantifying the physical and economic damage of buildings that have undergone an earthquake. This paper presents the development of analytical fragility curves representative of mid-rise residential structures built with reinforced concrete, taking into account the specific structural characteristics of Algerian buildings. The derivation of the analytical fragility curves is based on the capacity spectrum method (CSM), which combines a non-linear static analysis (pushover) with a response spectrum analysis. Observation of the consequences of earthquakes of a given intensity shows that the damage to buildings is not identical, even though their construction is similar. This variability of damage can be explained by the variability of a large number of factors such as the local intensity of the hazard, the heterogeneity of the terrain, and the mechanical and geometrical characteristics of the constructions. The materials and patterns of demand spectra were considered as random variables using the Latin Hypercube Sampling Technique. Most of the existing methods that model the damage to structures accept a log-normal distribution hypothesis, where the log-normal law is a model controlled by two parameters: its mean value and its standard deviation. To set these parameters, Monte Carlo simulations (MCS) are performed to generate 1000 samples. The resulting fragility curves following these analyses were applied to two real-life cases of buildings affected by the earthquake of Beni-Ilmane 2010 (Msila, Algeria), so as to assess the damage. © 2017 Materials and Energy Research Center. All Rights Reserved.",Probabilistic approach to the seismic vulnerability of reinforced concrete frame structures by the development of analytical fragility curves,2017,Fragility Curves  Nonlinear Analysis  Performance Levels  Pushover  Seismic Response Spectrum  Seismic Vulnerability,Earthquakes  Intelligent systems  Monte Carlo methods  Nonlinear analysis  Normal distribution  Reinforced concrete  Structures (built objects)  Fragility curves  Performance level  Pushover  Response spectra  Seismic vulnerability  Spectrum analysis,1,1
13213,"The article presents a probabilistic criteria for the damage and loss assessment of buildings exposed to strong wind hazard. The criteria include the development of fragility curves, within the Federal Emergency Management Agency style, for appropriate damage states on a hotel building and contents due to the loss of nonstructural elements, like facades and the partial or total loss of contents because of water infiltration. The loss estimation includes loss components like the business interruption due to repairs/reconstruction work and, throughout a new estimation that considers mitigation measures to upgrade the building, it is shown that these measures reduce the loss in a significant level. The probabilistic description of wind-induced pressure on facades and windows resorts on the wind velocity distribution, and their resistances consider data and statistics from manufacturers. The calculation of failure probabilities makes use of Monte Carlo simulations for the considered modes: windows/façade anchorage failure, glass braking due to wind pressure and impact of airborne debris. The probabilistic distribution of rainfall, given the occurrence of a hurricane and the subsequent water infiltration, serves to assess damages on structures under strong wind hazard. A hotel building recently damaged by the hurricane Odile in Baja California Sur, México is used to illustrate the formulation. The results may help to promote funds allocation for hurricanes and to propose improvements to the current wind design code in México. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",Probabilistic assessment of damage and losses on buildings under strong winds in Mexico,2021,business interruption  damage states  loss of contents  wind fragility  Wind-induced damage,None,1,1
13218,"The most common and internationally accepted method of assessing building damage due to flooding is through the application of a depth-damage curve (DDC). A DDC relates the percent damage or estimated economic loss to a buildings' structural integrity and/or contents directly to a given water level (depth). The DDC generally represents an average structure within a given building category, e.g. one-storey single-family residence. Given the great variability across any given structural category, the variation in building materials, construction quality across communities and the singular focus on depth for estimation of losses, it is important to communicate the uncertainty and potential variability of the expected losses in any assessment. In this paper, probabilistic depth-damage curves (PDDCs) are developed based on synthetically derived DDCs from communities in southern Ontario. The generated PDDCs are based on assumed loss thresholds for minor and major loss levels, as spent in Canadian dollars. The economic loss estimates obtained in this way and their likelihood of being exceeded at any given flood depth express more transparently the potential building losses. An applied example of this method is included for both aggregate and building-by-building loss estimation.",Probabilistic depth-damage curves for assessment of flood-induced building losses,2019,Depth-damage curve  Flood losses  Flood damage  Building losses,MODELS,1,1
13259,"National Flood Interoperability Experiment (NFIE) derived technologies and workflows will offer the ability to rapidly forecast flood damages. Address Points used by emergency management personnel approximate the locations of buildings, and they are a common operating picture for emergency responders. Most United States (U.S.) county tax assessment offices throughout the contiguous U.S. (CONUS) produce georeferenced cadastral data. To varying degrees, these parcel data describe building characteristics of structures within the parcel. Address Point data with cadastral data offers the ability to rapidly develop building inventories for flood damage estimation. Flood damage forecasts can expedite recovery and improve short-term flood resilience. In this work the authors evaluate Flood Damage Wizard, a proposed open source platform independent methodology. Flood Damage Wizard uses point shapefile building information to estimate flood damage to buildings by finding the appropriate depth-damage function using fuzzy-text matching. The authors apply Flood Damage Wizard using Address Point and parcel datasets to demonstrate a method of estimating flood damage to buildings nearly anywhere within the CONUS. Results indicate using Address Point and cadastral datasets can generate total flood damage estimates approximate to those estimated using existing software solutions Hazus-MH and HEC-FIA with minimal manual processing of input data. © 2017 American Water Resources Association",Rapid Flood Damage Prediction and Forecasting Using Public Domain Cadastral and Address Point Data with Fuzzy Logic Algorithms,2018,damage assessment  flooding  geospatial analysis  open source software  planning  rapid damage assessment  risk assessment,Buildings  Data handling  Flood damage  Floods  Forecasting  Fuzzy logic  Human resource management  Oil well flooding  Open source software  Open systems  Planning  Risk assessment  Risk management  Software engineering  Weather forecasting  Building characteristics  Common operating pictures  Damage assessments  Emergency management  Emergency responders  Fuzzy logic algorithms  Geo-spatial analysis  Open source platforms  Damage detection  algorithm  cadastre  data set  flood  flood damage  flood forecasting  fuzzy mathematics  hazard assessment  inventory  planning system  prediction  risk assessment  software  spatial analysis,1,1
13278,"The resilience approach represents a unified and integrated framework for the restoration process following disasters. Under given resilience parameters values, a resilient system is able to recover and be strengthened within a defined recovery period; otherwise, it is a non-resilient system. This chapter considers different structures and focuses on several parameters which govern resilience together with their mechanical vulnerability under various hazards. A new method of theoretically measuring resilience, its link with mechanical vulnerability, and its sensitivity analysis are investigated for dwellings and industrial plants under the effects of flood and tsunami hazards: Non-designed (informal) masonry constructions under the effects of a flooding hazard: vulnerability is estimated after a rapid inspection by qualified engineers. Fragility curves are developed and the structural failure risk is calculated and mapped depending on the intensity of the hazard: water height and flow velocity, in a real case. Structural and non-structural waste generated by flooding: relevant models are adopted and used for predicting expected quantities of waste. The territory may take several years to recover since generated waste may represent several times annual quantities produced under normal circumstances. Coastal industrial plants under the effects of a tsunami hazard: structural failure in tanks results from buoyancy (uplift), overturning, sliding by shear effect, excessive bending, or buckling. Vulnerability and fragility curves are developed for various tanks of small and large sizes. © Springer International Publishing Switzerland 2015.",Resilience and vulnerability analysis for restoration after tsunamis and floods: The case of dwellings and industrial plants,2015,Buildings  Floods  Fragility  Hazard  Industrial plants  Masonry  Metal tanks  Resilience  Risk  Tsunamis  Vulnerability  Waste,None,1,1
13285,"Analytical seismic scenario-based probabilistic fragility relations form the spine of earthquake risk assessment and mitigation of RC high-rise wall buildings. In this study, a framework is proposed to develop both rigorous (refined) and less-demanding (cheaper) fragility relations for such structures. Multi-record incremental dynamic analysis is employed using a new scalar intensity measure and net inter-storey drift as a consistent global damage measure for varying heights of buildings. To illustrate the framework, a 30-storey wall building located in a multiple-scenario earthquake-prone region is analysed. The refined fragility sets are derived using 40 real earthquake records representing two seismic scenarios, while the proposed methodology to develop less-demanding seismic scenario-based fragility relations employs a considerably lower number of earthquake records. In this methodology, a new record selection criterion and a fragility curve tolerance factor are introduced. Finally, the two fragility relation sets for the reference structure are developed, assessed, and compared to provide insights into their features and accuracy. Using the proposed methodology, the study revealed that fairly reliable seismic scenario-based fragility sets can be developed for RC high-rise buildings with a significant reduction in computational time and efforts. The proposed framework is generic and can be implemented to deriving refined and less-demanding fragility relations for RC high-rise buildings of different configurations and structural systems. © 2020, Springer Nature B.V.",Rigorous versus less-demanding fragility relations for RC high-rise buildings,2020,Fragility  High-rise  Inelastic dynamic analysis  Seismic scenario  Wall buildings,Damage detection  Risk assessment  Risk perception  Tall buildings  Walls (structural partitions)  Computational time  Heights of buildings  Incremental dynamic analysis  Real earthquake records  Scalar intensity measures  Scenario earthquakes  Selection criteria  Structural systems  Earthquakes  accuracy assessment  building  damage mechanics  dynamic analysis  induced seismicity  reinforced concrete  risk assessment,1,1
13315,"An assessment of damage and seismic fragility of historical unreinforced masonry churches located in Chile's central valley was carried out employing the results of a field survey of 106 ancient churches, after the 2010 Maule earthquake. The observed damage was correlated with recurrent failure mechanisms of unreinforced masonry structures, by taking into account 22 local mechanisms involving macro-elements on these churches. The average damage level suffered by each church was computed considering the global and local behaviors of the structures through a damage index computed as a weighted mean of the levels of damage observed for each mechanism. The results of this damage index method are used to obtain Probability Mass Functions and suitable probabilistic tools are used to propose Empirical Fragility Curves (EFCs) for these structures. The EFCs are directly usable by stakeholders involved in risk assessment aimed to the prioritization of possible future damage mitigation strategies and other decision making processes relative to this historical heritage.",Seismic damage and fragility assessment of ancient masonry churches located in central Chile,2020,Fragility curves  Masonry churches  Heritage built  Seismic fragility assessment,VULNERABILITY ASSESSMENT  RISK-ASSESSMENT  STATISTICAL-ANALYSIS  EARTHQUAKE  PROBABILITY  BUILDINGS  SCENARIOS  ABRUZZI,1,1
13316,"This paper investigated multi-objective seismic damage assessment procedure. Primarily, it estimates damage index (DI) of reinforcement concrete (RC) framed low-rise residential buildings under the seismic ground motions. Three-dimensional DI has been estimated for a four-storey building by Park-Ang method considering irregularities. With increasing storey level, calculation of Park-Ang DI becomes tedious and more time consuming; therefore, this method is difficult to implement in large-scale damage evaluation. In this study, a simplified method has been proposed to estimate global DI (GDI) for regular and irregular buildings. It has been observed that ground floor experiences maximum damage where roof is experiencing least damage. Alternatively, an artificial neural network based prediction model has also been adopted in this paper to minimize the error. Factors affecting GDI of RC framed building has been narrated. To visualize the weightage of the relation between input parameters and GDI, a neural interpretation diagram has also been presented. The present study could be useful for designers to estimate GDI as performance criteria within short time frame.",Seismic damage assessment and prediction using artificial neural network of RC building considering irregularities,2020,Artificial neural network  correlation matrix  damage assessment  engineering demand parameters  local and global damage index  non-linear time history analysis,INDEX  DISPLACEMENT  DESIGN,1,1
13346,"In Eastern Canada, most of moment resisting reinforced concrete frames with unreinforced masonry infill (MI-MRF) buildings were constructed between 1915 and 1960. These pre-code structures, in terms of seismic requirements, are considered vulnerable to earthquake loading. The goal of this study is to provide a simplified seismic demand and fragility analysis for reliable quantification of their seismic performance under potential future seismic events. Fragility functions represent the probability of damage that corresponds to a specific seismic intensity measure (e.g. peak ground acceleration). A case study three story-three bay MI-MRF was selected to illustrate the procedure. The selected frame was proportioned with compatible characteristics of existing mid-rise frames in Quebec region. A simplified probabilistic nonlinear static procedure was applied to obtain the seismic demand model at increasing levels of seismic intensity. Pushover analysis was conducted on a nonlinear model of the frame to obtain the corresponding lateral load-deformation capacity curve. Masonry infills were modelled as an equivalent diagonal struts and the nonlinear behaviour of the reinforced concrete beams and columns were modelled with concentrated plastic hinges at members' ends. Fragility functions were then developed using an experimental based damage model that correlate the extent of damage to the displacement demand. Damage assessment using the developed functions was conducted for an earthquake scenario compatible with the design level seismic hazard in Quebec City with a 2% probability of exceedance in 50% years. The developed functions are particularly useful in probabilistic based seismic loss assessment and in planning mitigation solutions. © (2015) by the Canadian Society for Civil Engineering All rights reserved.",Seismic fragility analysis of masonry infilled reinforced concrete frame buildings in Eastern Canada,2015,None,Beams and girders  Columns (structural)  Concrete beams and girders  Concretes  Damage detection  Earthquakes  Geophysics  Masonry materials  Nonlinear analysis  Reinforced concrete  Seismology  Structural design  Structural frames  Equivalent diagonal struts  Nonlinear static procedure  Probability of exceedance  Reinforced concrete beams  Reinforced concrete frame buildings  Reinforced concrete frames  Seismic fragility analysis  Seismic intensity measures  Seismic design,1,1
13357,"This research study was carried out to analyse the seismic behaviour of ten types of six-storey moment-resisting concrete frames, which were one regular frame and nine setback frames with different building configurations. In this analysis, the setback buildings were mainly studied because they have become increasingly popular in modern multi-storey building construction due to their functional and aesthetic architecture. Incremental dynamics analysis (IDA) was performed on these frames under three sets of repeated ground motion records. Based on the IDA curve, life safety (LS) performance level was considered as the main guideline to develop the fragility curves. The maximum inter-storey drift percentages at each storey level, for all frames and location of plastic hinges for each frame, were clearly determined through IDA. From the fragility curve results, the probability of reaching or exceeding the life safety performance state was determined. The regular frame showed the lowest probability as compared to other frames. Therefore, it is known that the building configuration of frames affects the building’s seismic performance, and thus it should be considered in the building’s seismic design. © 2019, Springer Nature Switzerland AG.",Seismic fragility assessment for moment-resisting concrete frame with setback under repeated earthquakes,2019,Fragility curves  Incremental dynamic analysis  Irregular buildings  Regular buildings  Repeated earthquakes,None,1,1
13360,"The paper describes the derivation of fragility curves useful for the seismic risk analyses of existing unreinforced masonry buildings inserted in aggregate. The L-shaped examined aggregate consists of three adjacent structural units that may mutually interact during seismic events. The seismic assessment is focused on the corner unit. The effects of different connection types between the adjacent units on the structural response were investigated. The seismic vulnerability of the masonry aggregate was assessed through nonlinear dynamic analyses (NDA) performed according to the multi-stripes approach. Both the in-plane and out-of-plane mechanisms were analyzed. The in-plane response of the corner unit is assessed through a 3D equivalent frame model of the entire aggregate, while the evaluation of its out-of-plane response makes use of the rigid-block assumption. Although evaluated in a separate way, the NDAs performed on the latter are based on the time histories derived from the global 3D model. The results are then processed in order to derive fragility curves, firstly, of the single failure mechanisms and, then, of the overall combined behavior. To this aim, various performance conditions are examined. For the reference building, the damage limit state is mainly governed by the in-plane behavior, while the collapse limit state by out-of-plane mechanisms. Moreover, the higher the connection level between adjacent structural units, the higher the interaction between in-plane and out-of-plane mechanisms at the collapse limit state.",Seismic fragility assessment of existing masonry buildings in aggregate,2021,Buildings in aggregate  Unreinforced masonry  Seismic assessment  Fragility curves  Non-linear dynamic analysis  Unit interactions  In-plane response  Out-of-plane mechanisms,PERFORMANCE-BASED ASSESSMENT  VULNERABILITY ASSESSMENT  FLOOR SPECTRA  CENTERS  UNCERTAINTY  CAPACITY  STRENGTH  ABRUZZI  AREAS  MODEL,1,1
13366,"In this study, a simplified approach for the analytical development of fragility curves of high-rise RC buildings is presented. It is based on an approximate modal decomposition procedure known as the Uncoupled Modal Response History Analysis (UMRHA). Using an example of a 55-story case study building, the fragility relationships are developed using the presented approach. Fifteen earthquake ground motions (categorized into 3 groups corresponding to combinations of small or large magnitude and source-to-site distances) are considered for this example. These ground motion histories are scaled for 3 intensity measures (peak ground acceleration, spectral acceleration at 0.2 s and spectral acceleration at 1 s) varying from 0.25 to 2 g. The presented approach resulted in a significant reduction of computational time compared to the detailed Nonlinear Response History Analysis (NLRHA) procedure, and can be applied to assess the seismic vulnerability of complex-natured, higher mode-dominating tall reinforced concrete buildings. © Springer International Publishing AG, part of Springer Nature 2019.",Seismic fragility assessment of reinforced concrete high-rise buildings using the uncoupled modal response history analysis (UMRHA),2019,Fragility relationships  High-rise RC buildings  NLRHA  Seismic risk assessment  UMRHA,None,1,1
13373,"This study presents the steel fragility curves and performance curves of industrial buildings of different geometries. The fragility curves were obtained for different building geometries, and the performance curves were developed based on lateral load, which is affected by the geometry of the building. Three records of far-field ground motion were used for incremental dynamic analysis (IDA), and the design lateral loads for pushover analysis (POA). All designs were based on British Standard (BS 5950); however, Eurocode 8 was preferred for seismic consideration in the analysis because BS 5950 does not specify any seismic provision. The five levels of performance stated by FEMA-273, namely, operational phase, immediate occupancy, damage control, life safety, and collapse prevention (CP) were used as main guidelines for evaluating structural performance. For POA, Model 2 had highest base shear, followed by Model 1 and Model 3, even though Model 2 has a smaller structure compared with Model 3. Meanwhile, the fragility curves showed that the probability of reaching or exceeding the CP level of Model 2 is the highest, followed by that of Models 1 and 3. © The Authors, published by EDP Sciences, 2017.",Seismic Fragility Curves of Industrial Buildings by Using Nonlinear Analysis,2017,None,Buildings  Environmental engineering  Geometry  Nonlinear analysis  Office buildings  Seismology  Structural analysis  Collapse prevention  Different geometry  Far-field ground motion  Incremental dynamic analysis  Industrial buildings  Push-over analysis  Seismic fragility curves  Structural performance  Structural design,1,1
13375,"Recent natural disaster events have caused damage to structures and led to loss of lives. Steel structure industrial building is one of the important structures that needs to be examined as these structures can have huge impact on the surrounding areas. Therefore, this study presents the fragility curves and performance curves of steel structure industrial building under earthquake loading. The structure consisted of beam, column, and bracing were modelled using three dimensional finite element modelling. The fragility curves were obtained for the structure, and the performance curves were developed based on lateral load, which was affected by the geometry of the building. Three records of far-field ground motion and three records of local ground motion were used for incremental dynamic analysis (IDA). The five levels of performance stated by FEMA-273, namely, operational phase (OP), immediate occupancy (IO), damage control (DC), life safety (LS), and collapse prevention (CP) were used as main guidelines to evaluate the structural performance. Results showed that, probability damage for operational phase, OP started at 0.19g and 5% of the structure analysed are expected to have immediate occupancy IO, indicating minor cracks to the structure at 0.4g PGA. Moreover, the performance response of the structure to the earthquake was obtained from the study. © Published under licence by IOP Publishing Ltd.",Seismic fragility curves of steel structure industrial building using IDA method,2020,None,Earthquakes  Office buildings  Steel structures  Structural analysis  Collapse prevention  Earthquake loadings  Far-field ground motion  Incremental dynamic analysis  Industrial buildings  Seismic fragility curves  Structural performance  Three dimensional finite elements  Disasters,1,1
13376,"Fragility curves are useful tools for the probabilistic assessment of the seismic performance of buildings. Nonlinear structural analyses with uncertainties in load and resistance are required to develop fragility curves. A statistically sufficient number of earthquake ground motion records should ideally be obtained from past records of the region of interest to have a satisfying fragility curve. However, the number of available earthquake records in many seismically active zones is limited. In such a situation, use of the synthetic ground motions is an accepted alternative for fragility analyses of buildings. This paper compares the seismic fragility curves obtained from synthetic and natural ground motion records. It is found that synthetic ground motions result in conservative fragility curves with lesser dispersion in drift demand when compared with natural recorded ground motions. © 2018 Ingenta.",Seismic fragility curves using natural and synthetic ground motions,2017,Dispersion  Fragility curve  Performance level  Synthetic ground motion  Uncertainty,Dispersion (waves)  Dispersions  Image segmentation  Seismic waves  Structural analysis  Uncertainty analysis  Earthquake ground motions  Fragility curves  Nonlinear structural analysis  Performance level  Probabilistic assessments  Seismically active zones  Synthetic ground motions  Uncertainty  Earthquakes,1,1
13382,"Historical earthquakes have documented that lateral spread and settlements are the most significant damages induced by soil liquefaction. Therefore, assessing its effects on structural performance has become a fundamental issue in seismic engineering. In this regard, the paper proposes to develop analytical fragility curves of a Masonry-Infilled RC (MIRC) structure subjected to liquefaction-induced damages. In order to reproduce the nonlinear cyclic behavior (dilation tendency and the increase in cyclic shear strength) due to liquefaction, nonlinear hysteretic materials and advanced plasticity models were applied. The findings herein obtained in terms of seismic fragility of the MIRC building subjected to liquefaction may be implemented as guidelines or code provisions.",Seismic Fragility for a Masonry-Infilled RC (MIRC) Building Subjected to Liquefaction,2021,analytical fragility curves  Masonry-Infilled RC (MIRC) Building  liquefaction  numerical simulations  opensees,SOIL-STRUCTURE INTERACTION  VULNERABILITY ANALYSIS  NUMERICAL-SIMULATION  SHALLOW FOUNDATIONS  SETTLEMENT  PERFORMANCE  CURVES  MODEL,1,1
13383,"Malawi is an earthquake-prone country that lies within the East African Rift. A large proportion of its population lives in non-engineered single-storey constructions made of clay bricks and low-strength mortar. Walls are typically single-skin and often lack adequate wall-to-wall connections, leaving them vulnerable to seismic actions. This work reports a comprehensive study on the seismic fragility of unreinforced masonry buildings of the Malawi housing stock. The probability of exceeding different levels of in-plane/out-of-plane damage is estimated by considering the aleatory and epistemic uncertainties of the problem. Inter-building and intra-building variability are accounted for by adopting material test results and building survey data collected in Malawi. The in-plane capacity of building walls is calculated through a finite element model that considers the orthotropic properties of masonry. The out-of-plane capacity is computed using an analytical solution, developed for walls in one way bending. In addition, record-to-record variability is considered. The new country-specific fragility models result more conservative that global estimates, which reflects the high vulnerability of Malawian masonry buildings. These fragilities can be integrated into catastrophe modelling platforms for earthquake risk assessment in Malawi and in the wider East African region. © 2021 The Author(s)",Seismic fragility models for typical non-engineered URM residential buildings in Malawi,2021,Earthquake vulnerability  Fragility curves  In-plane damage  Malawi  Masonry panel test data  Orthotropic model  Out-of-plane damage  Residential buildings  Unreinforced masonry,None,1,1
13388,"Seismic fragility of lightly reinforced concrete frames with masonry infills is assessed through numerical simulations considering uncertainty in ground motion and building materials. To achieve this aim, a numerical model of the components is developed, a rational approach to proportion and locate individual struts in the equivalent three-strut model is proposed, and an explicit nonlinear column shear response model accounting for the infill-column interaction and soft-story mechanism is employed. The proposed numerical model is used to (1) generate probabilistic seismic demand models accounting for a wide range of ground motion intensities with different frequency content and (2) determine limit state models obtained from nonlinear pushover analysis and incremental dynamic analysis. Using the demand and limit state model, fragility curves for the masonry-infilled frames are developed to investigate the impact of various infill properties on the frame vulnerability. It is observed that the beneficial effect of the masonry infill diminishes at more severe limit states because of the interaction with the boundary frame. In some cases, this effect almost vanishes or switches to an adverse effect beyond a threshold of ground motion intensities. © 2015 John Wiley & Sons, Ltd.",Seismic fragility of lightly reinforced concrete frames with masonry infills,2015,Equivalent strut model  Infill-column interaction  Limit state model  Masonry-infilled reinforced concrete frame  Probabilistic seismic demand model  Seismic fragility,Concretes  Motion analysis  Numerical models  Offshore pipelines  Reinforced concrete  Seismology  Structural analysis  Struts  Uncertainty analysis  Equivalent struts  Infill-column interaction  Limit state model  Probabilistic seismic demand models  Reinforced concrete frames  Seismic fragility  Masonry materials  column  construction material  dynamic analysis  ground motion  infill  numerical model  probability  reinforced concrete  seismic response,1,1
13389,"Seismic vulnerability of low-ductile reinforced concrete (RC) frames which have not been designed for earthquake loads has been a concern for countries with low-to-medium seismicity like Malaysia. These types of structures represent the majority of existing buildings in Malaysia and their safety level is of interest for authorities to plan for their retrofit. This study is conducted to assess the vulnerability of low-ductile reinforced concrete frame in Malaysia when subjected earthquake records through the development of seismic fragility curves. Three types of structural models were designed for gravity and lateral loads based on the common practices in Malaysia which included RC frames with three, six, and nine stories. The structures were analyzed using incremental dynamic analysis (IDA). In addition, pushover analysis was used to determine inter-story drift demands. The earthquake records were divided into three groups based on their peak ground acceleration (PGA) to peak ground velocity (PGV) ratios. Three structural performance levels namely immediate occupancy (IO), life safety (LS), and collapse prevention (CP) were considered for the selected frames. The results showed that records with the low PGA/PGV ratios that represented far-field earthquakes imposed the highest level of damage to the low-ductile RC frames. It was observed that the probability of seismic induced damage increased as the height of structures increased. The three story RC frame showed brittle failure mechanism when subjected to employed earthquake records. The probability of exceeding CP level under far-field records and the PGA of 0.2g was more than 50% for three and nine story RC frames. It was concluded that three and nine stories RC frames constructed in the East Malaysia did not satisfy the no-collapse requirements and needed to be retrofitted. © IAEME Publication.",Seismic fragility of low ductile reinforced concrete frame in malaysia,2018,Incremental dynamic analysis  Non-ductile reinforced concrete frame  Seismic fragility curves  Seismic performance level  Vulnerability assessment,None,1,1
13391,"Typical steel moment-resisting frames (MRF) of six-storey buildings in Vancouver and Montreal were designed for three different provisions of the National Building Code of Canada (1960s, 1980s, and 2010). Numerical models were developed in OpenSees to understand the seismic performance of the structures. These models accounted for strength and stiffness degradation through appropriate representations of the beam-column connection behaviours, which were calibrated against experimental results available in the literature. The behaviour of the buildings was evaluated through pushover and nonlinear time history analyses. The pushover analysis results showed that the 1960s and 2010 steel MRFs of both cities exhibited strong-column-weak-beam failure mode. The 1980s steel MRFs of both cities showed soft-storey mechanism. Fragility curves were developed for the steel MRFs based on the seismic demands evaluated using nonlinear time history analyses, which can be used for regional seismic impact assessment studies in the future. © 2015, National Research Council of Canada, All Rights Reserved.","Seismic fragility of steel moment-resisting frames in vancouver and montreal designed in the 1960s, 1980s, and 2010",2015,Seismic fragility analysis  Steel moment-resisting frames,Building codes  Earthquake resistance  Seismology  Steel beams and girders  Structural analysis  Beam - column connection  National Building Code of Canada  Nonlinear time history analysis  Seismic fragility analysis  Seismic Performance  Steel moment resisting frame  Strength and stiffness  Strong column weak beam  Structural frames  building code  column  failure analysis  hazard assessment  historical record  numerical model  seismic response  steel structure  British Columbia  Canada  Montreal  Quebec [Canada]  Vancouver [British Columbia],1,1
13449,"Unreinforced masonry (URM) buildings are the most common building typology in the rural and urban areas of Northeast India. These URM buildings suffered substantial damage during earthquakes. In this context, the paper makes an effort to assess the vulnerability of URM buildings of this region through fragility analysis. Four representative URM buildings, consisting of single- and double-storey, have been selected from a group of buildings in the Northeastern part of India based on a suitable statistical parameter to reflect the commonly constructed building typology. Following the equivalent frame modelling approach, each building has been modelled with varying material properties, and thus, a total of 60 building models have been developed. Non-linear static analysis is performed for all the buildings to obtain the probability distribution function (pdf) of the damage states based on the capacity curve parameters. Inelastic displacement demands have been calculated for all the buildings based on the expressions given in FEMA 440 along with the response spectrum of Indian seismic code, IS 1893 Part I. Fragility curves are then derived from the complementary cumulative distribution function (cdf) of displacement demand and pdf of damage states. It is seen that there is a very high probability of suffering major to complete damage for URM buildings subjected to a peak ground acceleration of 0.18 g. Furthermore, derived fragility curves give reasonable predictions of observed post-earthquake building damage and can be used for the earthquake risk assessment of the same building typology of this Northeastern region of India. © 2021, The Author(s), under exclusive licence to Springer Nature Switzerland AG part of Springer Nature.",Seismic vulnerability assessment of low-rise unreinforced masonry buildings in Northeast India considering variability of material properties,2021,Capacity curve  Damage states  Fragility curves  Seismic demand  URM building  Vulnerability assessment,None,1,1
13450,"The city of Ahmedabad is one of the most urbanized and crowded cities in the western part of India. The vulnerability associated with this city has increased due to haphazard development, owing to rapid urbanization and industrial development. This article focuses on evaluating the performance of an existing mid-rise RC frame building in a densely populated area of the city. The selected stock building is precisely modeled in SAP2000 for carrying out its pushover analysis from which the capacity spectrum is obtained as per the recommendations of ATC-40. Finally, the Fragility curve is produced as per the guidelines of HAZUS and the damageability function of the building is calculated. From the results of fragility curve and damage probability function, it is deduced that the building will suffer extensive damage during a seismic event. © Springer Nature Singapore Pte Ltd. 2019.",Seismic vulnerability assessment of mid-rise reinforced concrete building in Ahmedabad,2019,Capacity spectrum  Extensive damage  Fragility  Reinforced concrete  Seismic vulnerability,None,1,1
13452,"A seismic vulnerability assessment methodology, based on Indian Reinforced Concrete (RC) Precast building Types (PBTs), is presented in this study. This methodology is particularly useful for Indian cities, where comprehensive building stock databases are not available. The seismic behaviour of the representative PBTs has been simulated using one of the proposed model and Capacity Spectra have been developed for Precast buildings. Fragility Curves have been developed using the variabilities defined in HAZUS. Damage Probability Matrices (DPMs) are proposed based on the Medvedev Sponheuer Karnik (MSK) scale and experiences of past earthquakes in India. Intensity based DPMs have been obtained from the developed Fragility Curves. DPMs based on MSK scale, have been used to assign the vulnerability of the Indian RC Precast buildings. © IAEME Publication.",Seismic vulnerability assessment of RC precast buildings,2018,Damage analysis  Existing RC precast building  Fragility curves  Vulnerability assessment,None,1,1
13478,"Wave action during storm surge is a common cause of building damage and therefore a critical consideration when estimating structural vulnerability and mapping flood risk. Traditional depth-damage curves, however, relate building vulnerability solely to inundation depth and therefore neglect an important damage mechanism. Similarly, flood mapping studies typically emphasize expected inundation rather than wave conditions. In this study, we consider the impact of wave effects on vulnerability estimation and flood mapping using a pair of hydrodynamic models (ADCIRC + SWAN and BOUSS1D) to simulate inland storm surge flooding. The models are used to simulate flooding in a heavily impacted coastal community (Ortley Beach, New Jersey) during Hurricane Sandy (2012) and to estimate inland hazard parameters characterizing inundation, wave and velocity effects. To quantify structural vulnerability, fragility curves are developed by statistically relating the simulated hazard parameters to surveyed building damage. The results indicate that dynamic hazard characteristics such as significant wave height are the dominant predictors of severe structural damage. The flood simulation is also used to map the variation of surge and wave effects in the community. Comparing this analysis to flood zones delineated by the Federal Emergency Management Agency in the community’s Flood Insurance Rate Map reveals severe wave action and building damage in a significant portion of the community deemed least exposed to flood impact. It is suspected that this misrepresentation of risk resulted from overconfidence in the performance of the community’s frontal dune under severe surge and wave actions. © 2017, The Author(s).",Simulating storm surge waves for structural vulnerability estimation and flood hazard mapping,2017,FEMA  FIRM  Flood mapping  Storm surge  Structural vulnerability  Waves,flood damage  flooding  hazard assessment  hydrodynamics  mapping method  modeling  significant wave height  storm surge  vulnerability  wave action  New Jersey  Ortley Beach  United States,1,1
